asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance,delay,fuel,filled
487,2017-10-12 10:59:35,nan,nan,948.0,25.0,nan,nan,nan,nan,nan,nan,nan
487,2017-10-12 11:00:06,nan,nan,950.0,26.0,nan,nan,nan,nan,0 days 00:00:31,2.7581448e-316,1.0
487,2017-10-12 11:00:37,nan,147.0,nan,27.0,nan,nan,nan,nan,0 days 00:00:31,0.0,0.0
487,2017-10-12 11:01:07,nan,178.0,951.0,26.0,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:01:38,nan,0.0,950.0,25.0,nan,nan,nan,nan,0 days 00:00:31,1.16709768531e-312,1.0
487,2017-10-12 11:02:08,nan,nan,951.0,nan,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:02:39,nan,nan,949.0,26.0,nan,nan,nan,nan,0 days 00:00:31,0.0,0.0
487,2017-10-12 11:03:09,nan,113.0,652.0,8.0,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:03:39,nan,0.0,650.0,9.0,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:04:10,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,0.0,0.0
487,2017-10-12 11:04:40,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:05:10,nan,nan,649.0,nan,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:05:41,nan,nan,950.0,26.0,nan,nan,nan,nan,0 days 00:00:31,0.0,0.0
487,2017-10-12 11:06:11,nan,nan,nan,25.0,nan,nan,nan,nan,0 days 00:00:30,0.0,0.0
487,2017-10-12 11:06:42,nan,nan,951.0,nan,nan,nan,nan,nan,0 days 00:00:31,1.188317643197e-312,1.0
